"label","abbpop","Year","date","sex","svl","tot","mass","headlength","headwidth","GreenResolved","reg","reglength","blackness","BlueResolved","relhl"
"IS21","IS",2018,2018-04-14,"M",61,138,6.06,14.83,7.39,6,1,64,0.340722891566265,22.345,0.243114754098361
"IS22","IS",2018,2018-04-14,"F",58,170,5.21,12.71,6.03,1,0,NA,0,3.317,0.219137931034483
"IS23","IS",2018,2018-04-14,"M",57,178,4.64,14.25,7.4,2,0,NA,0.0610401917609677,12.077,0.25
"IS24","IS",2018,2018-04-14,"M",68,162,6.91,15.92,8.02,4,1,84,0.171693257848688,14.699,0.234117647058824
"IS25","IS",2018,2018-04-14,"M",64,208,7.32,16.55,7.86,3,0,NA,0.36127028725646,12.902,0.25859375
"IS26","IS",2018,2018-04-14,"F",60,183,4.56,12.86,6.29,1,0,NA,0.182006018955217,3.852,0.214333333333333
"IS27","IS",2018,2018-04-14,"M",59,184,5.64,15.68,8.01,6,0,0,0.125771208226221,9.578,0.265762711864407
"LC01","LC",2016,2016-04-20,"M",66,201,6.78,17.3,8.8,9,1,66,0.634,12.7,0.262121212121212
"LC02","LC",2016,2016-04-20,"M",67,80,6.94,17.4,8.9,9,1,0,0.8773,11.24,0.259701492537313
"LC03","LC",2016,2016-04-20,"M",57,121,3.85,12.6,6.4,8,1,50,0.4523,4.96,0.221052631578947
"LC04","LC",2016,2016-04-20,"M",64,214,7.38,17.1,8.3,9,0,NA,0.6952,9.65,0.2671875
"LC05","LC",2016,2016-04-20,"F",60,152,4.54,13.8,6.8,9,1,81,0.283,6.12,0.23
"LC06","LC",2016,2016-04-20,"M",65,188,7.38,17.8,8.7,9,1,60,0.808,11.3,0.273846153846154
"LC07","LC",2016,2016-04-20,"M",72,220,10.47,18.6,9.2,9,1,92,0.6892,31.14,0.258333333333333
"LC08","LC",2016,2016-04-20,"F",52,125,2.6,11.8,5.3,9,1,11,0.1959,2.67,0.226923076923077
"LC09","LC",2016,2016-04-20,"M",66,207,7.87,17.2,8.6,9,1,76,0.7579,18.67,0.260606060606061
"LC10","LC",2016,2016-04-20,"F",61,164,5.21,13.5,6.5,10,1,66,0.4209,17.9,0.221311475409836
"LC11","LC",2016,2016-04-20,"F",51,160,3.04,12.2,5.9,9,0,NA,0.2849,4.66,0.23921568627451
"LC12","LC",2016,2016-04-20,"F",60,168,4.64,13.6,6.4,9,0,NA,0.2862,4.1,0.226666666666667
"LC13","LC",2016,2016-04-20,"M",70,180,8.94,18.4,8.4,9,1,81,0.7979,15.25,0.262857142857143
"LC14","LC",2016,2016-04-20,"M",64,214,7.53,17.1,8.1,9,0,NA,0.7042,12.64,0.2671875
"LC15","LC",2016,2016-04-20,"M",69,212,7.42,17.2,8.4,10,0,NA,0.6375,16.64,0.249275362318841
"LC16","LC",2016,2016-04-20,"F",63,183,5.85,13.9,6.7,9,1,30,0.6044,3.81,0.220634920634921
"LC17","LC",2016,2016-04-20,"F",55,160,3.34,12.4,5.9,10,0,NA,0.4143,NA,0.225454545454545
"LC18","LC",2016,2016-04-20,"M",73,175,8.74,18.1,8.2,10,1,92,0.8648,16.77,0.247945205479452
"LC19","LC",2016,2016-04-20,"M",57,180,5.02,14.3,7.1,10,0,NA,0.5961,10.67,0.250877192982456
"LC20","LC",2016,2016-04-20,"M",55,163,3.93,13.7,6.7,9,1,50,0.43,7.72,0.249090909090909
"LC21","LC",2016,2016-04-20,"M",55,170,4.25,14.1,6.6,9,0,NA,NA,5.95,0.256363636363636
"LC23","LC",2016,2016-04-20,"M",52,165,3.8,13.2,6.3,9,0,NA,0.2654,6.43,0.253846153846154
"LC25","LC",2016,2016-04-20,"M",68,200,8.77,17.5,8.6,9,1,81,0.4929,17.46,0.257352941176471
"LE01","LE",2013,2013-03-27,"M",64,172,6.05,16.16,7.84,9,1,92,0.41,7.83,0.2525
"LE02","LE",2013,2013-03-27,"F",57,146,4.43,12.3,6.6,3,1,68,0.13,0.44,0.215789473684211
"LE03","LE",2013,2013-03-27,"M",64,197,6.14,16.53,8.42,3,0,NA,0.26,10.15,0.25828125
"LE05","LE",2013,2013-03-27,"M",65,173,6.54,16.5,8.25,3,1,71,0.28,9.32,0.253846153846154
"LE06","LE",2013,2013-03-27,"M",62,195,6.28,16.04,8.53,4,0,NA,0.06,4.05,0.258709677419355
"LE08","LE",2013,2013-03-27,"M",62,161,6.1,17.18,8.23,7,1,85,0.19,6.79,0.277096774193548
"LE09","LE",2013,2013-03-27,"M",66,187,7.6,17.85,9.58,7,1,102,0.56,6.21,0.270454545454546
"LE10","LE",2013,2013-03-27,"F",58,153,4.86,13.27,6.59,4,1,70,0.1,1.24,0.228793103448276
"LE100","LE",2018,2018-04-06,"F",61,167,5.1,13.31,6.27,1,1,65,0.296545624293647,1.94,0.218196721311475
"LE101","LE",2018,2018-04-06,"F",54,160,3.73,12.28,6.13,1,0,NA,0.0743946976870012,0.81,0.227407407407407
"LE102","LE",2018,2018-04-06,"F",54,138,3.4,12.68,6.23,2,1,75,0.188231433883846,1.16,0.234814814814815
"LE103","LE",2018,2018-04-06,"F",53,165,3.12,12.53,5.55,1,0,NA,0.123848515864893,2.89,0.236415094339623
"LE104","LE",2018,2018-04-06,"F",58,143,3.43,12.78,6.15,3,1,73,0.205933787613821,2.89,0.220344827586207
"LE105","LE",2018,2018-04-06,"F",60,158,3.77,12.65,6,4,1,48,0.25565227221343,4.79,0.210833333333333
"LE106","LE",2018,2018-04-06,"F",56,123,3.55,12.63,6.17,5,1,58,0.236878280429893,5.71,0.225535714285714
"LE107","LE",2018,2018-04-06,"F",58,168,4.25,12.54,6.17,5,0,NA,0.15131794815706,3.07,0.216206896551724
"LE108","LE",2018,2018-04-06,"F",64,168,5.95,13.66,6.54,3,1,77,0.22289156626506,7.05,0.2134375
"LE109","LE",2018,2018-04-06,"F",53,159,3.86,11.85,5.56,2,0,NA,0,2.41,0.223584905660377
"LE11","LE",2013,2013-03-27,"F",60,154,6.15,13.8,6.9,8,1,65,0.41,1.99,0.23
"LE110","LE",2018,2018-04-06,"F",54,155,3.17,12.63,5.75,1,1,75,0.0996761709185688,0.81,0.233888888888889
"LE111","LE",2018,2018-04-06,"F",67,157,6.6,14.09,7.04,8,1,74,0.375680189644954,2.96,0.210298507462687
"LE12","LE",2013,2013-03-27,"F",65,156,6.27,14,6.56,9,1,75,0.42,0.12,0.215384615384615
"LE14","LE",2013,2013-03-27,"F",62,162,5.48,14.18,6.81,8,1,87,0.39,1.44,0.228709677419355
"LE15","LE",2013,2013-03-27,"M",64,183,6.5,17.48,8.22,8,0,NA,0.61,8.54,0.273125
"LE16","LE",2013,2013-03-27,"F",56,130,4.76,12.58,6.97,9,1,53,0.47,4.73,0.224642857142857
"LE17","LE",2013,2013-03-27,"M",52,163,3.37,12.9,6.27,1,0,NA,0.13,3.02,0.248076923076923
"LE18","LE",2013,2013-03-27,"M",71,189,8.1,17.79,8.73,9,1,103,0.78,9.19,0.25056338028169
"LE19","LE",2013,2013-03-27,"F",60,148,4.36,13.02,6.61,2,1,73,0.16,4.88,0.217
"LE20","LE",2013,2013-03-27,"F",65,146,4.84,14.07,6.21,2,1,73,0.46,2.12,0.216461538461538
"LE21","LE",2013,2013-03-27,"F",50,64,2.39,12.35,6.03,3,1,NA,0.02,0.76,0.247
"LE22","LE",2013,2013-03-27,"M",53,156,4.06,13.94,7.19,4,1,68,0.34,2.92,0.263018867924528
"LE23","LE",2013,2013-03-27,"M",63,174,5.6,17.1,7.35,8,1,99,0.51,6.14,0.271428571428571
"LE24","LE",2013,2013-03-27,"M",67,182,7.21,17.7,8.33,7,1,107,0.57,7.34,0.264179104477612
"LE25","LE",2013,2013-03-27,"F",59,158,4.4,12.89,6.49,1,1,71,0.08,0,0.218474576271186
"LE26","LE",2013,2013-03-27,"M",62,211,6.44,16.6,8.14,6,0,NA,0.24,8.95,0.267741935483871
"LE27","LE",2013,2013-03-27,"M",69,203,7.47,16.92,8.22,8,0,NA,0.51,7.71,0.245217391304348
"LE28","LE",2013,2013-03-27,"M",65,194,7.14,16.55,8.1,3,1,72,0.4,4.19,0.254615384615385
"LE29","LE",2013,2013-03-27,"M",54,178,4.34,13.56,6.81,2,0,NA,0.41,1.67,0.251111111111111
"LE30","LE",2013,2013-03-27,"M",62,200,6.13,16.19,7.58,7,1,62,0.53,NA,0.261129032258065
"LE31","LE",2013,2013-03-27,"M",67,188,8.55,16.79,8.57,8,1,98,0.66,NA,0.250597014925373
"LE32","LE",2014,2014-04-17,"M",58,135,6.62,16.2,9,9,1,97,0.58,16.58,0.279310344827586
"LE33","LE",2014,2014-04-17,"M",57,84,3.72,14.2,7,4,1,15,0.184335443037975,3.99,0.249122807017544
"LE34","LE",2014,2014-04-17,"M",67,183,7.14,16.9,8.1,10,1,93,0.580892608089261,29.08,0.252238805970149
"LE35","LE",2014,2014-04-17,"M",67,169,6.5,16.6,8.2,10,1,84,0.415017239177627,18.52,0.247761194029851
"LE36","LE",2014,2014-04-17,"M",59,170,4.48,14.5,7,4,0,NA,0.275787187839305,5.08,0.245762711864407
"LE37","LE",2014,2014-04-17,"M",64,193,6.33,16.6,7.4,9,1,78,0.574544858126948,11.06,0.259375
"LE38","LE",2014,2014-04-17,"F",61,165,5.83,13.2,6.9,6,1,79,0.391466040321002,10.94,0.216393442622951
"LE39","LE",2014,2014-04-17,"F",60,150,4.37,12.8,6.4,9,1,85,0.294814928112573,6.27,0.213333333333333
"LE40","LE",2014,2014-04-17,"M",63,122,5.64,15.7,7.4,10,1,40,0.539702329930648,10.51,0.249206349206349
"LE42","LE",2014,2014-04-17,"M",58,171,4.75,14.2,6.8,9,1,88,0.269628785721067,8.48,0.244827586206897
"LE43","LE",2014,2014-04-17,"M",60,173,5.97,15.6,8.1,3,1,93,0.276191326075317,9.81,0.26
"LE44","LE",2014,2014-04-17,"F",61,70,4.67,13.2,6.3,3,1,2,0.0211735485873952,1.94,0.216393442622951
"LE45","LE",2014,2014-04-17,"F",51,67,2.47,12,5.8,1,1,5,0.0787548224025542,2.67,0.235294117647059
"LE46","LE",2014,2014-04-17,"F",62,188,4.75,13.7,6.4,9,0,NA,0.337096120048668,8.47,0.220967741935484
"LE47","LE",2014,2014-04-17,"F",59,149,5.39,13.3,6.5,9,1,82,0.287549480917171,0.66,0.225423728813559
"LE48","LE",2015,2015-04-02,"F",61,156,4.41,13.3,6.6,10,1,74,0.45,4.795,0.218032786885246
"LE49","LE",2015,2015-04-02,"M",68,199,7.27,16.9,7.5,10,1,80,0.71,19.586,0.248529411764706
"LE50","LE",2015,2015-04-02,"F",61,154,3.41,13.3,6,9,1,83,0.2,2.424,0.218032786885246
"LE51","LE",2015,2015-04-02,"M",68,204,7.52,17.9,7.4,7,0,NA,0.45,13.231,0.263235294117647
"LE52","LE",2015,2015-04-02,"M",64,124,6.05,16.3,7.6,4,1,0,0.58,17.279,0.2546875
"LE53","LE",2015,2015-04-02,"F",61,154,4.3,12.9,6.2,1,1,76,0.05,4.197,0.211475409836066
"LE54","LE",2015,2015-04-02,"F",62,142,4.52,13.6,6.2,8,1,73,0.27,0,0.219354838709677
"LE55","LE",2015,2015-04-02,"M",63,189,6.02,16.7,7.7,9,1,74,0.56,14.385,0.265079365079365
"LE56","LE",2015,2015-04-02,"M",67,107,4.89,16,7.7,9,1,27,0.52,17.831,0.238805970149254
"LE57","LE",2015,2015-04-02,"F",59,168,4.31,12.8,6.2,3,1,84,0.09,3.669,0.216949152542373
"LE58","LE",2015,2015-04-02,"M",70,178,7.64,16.8,8.1,8,1,88,0.47,18.395,0.24
"LE59","LE",2015,2015-04-02,"F",65,82,4.27,13.6,6.8,2,1,0,0.17,0,0.209230769230769
"LE60_F","LE",2015,2015-04-02,"F",55,145,3.83,13,6,1,1,76,NA,NA,0.236363636363636
"LE60_M","LE",2018,2018-04-06,"M",58,178,4.36,14.8,7.9,2,0,NA,0.34539342739617,NA,0.255172413793103
"LE61","LE",2018,2018-04-06,"M",59,172,4.52,15.1,7.23,4,1,80,0.405212218078494,9.94,0.255932203389831
"LE62","LE",2018,2018-04-06,"F",66,154,5.82,13.58,7.02,8,1,83,0.468274759296431,1.87,0.205757575757576
"LE63","LE",2018,2018-04-06,"M",70,210,7.32,17.62,8.14,9,1,77,0.71711894622165,32.67,0.251714285714286
"LE64","LE",2018,2018-04-06,"F",66,171,6.1,14.51,7.21,8,1,85,0.38492702435984,1.28,0.219848484848485
"LE65","LE",2018,2018-04-06,"M",65,94,6.01,16.51,7.86,8,1,15,0.629281813668708,20.68,0.254
"LE66","LE",2018,2018-04-06,"M",62,189,5.82,15.21,7.78,2,1,75,0.204472541989055,7.34,0.245322580645161
"LE67","LE",2018,2018-04-06,"M",64,204,6.3,16.96,7.57,3,1,78,0.25887366490452,16.94,0.265
"LE68","LE",2018,2018-04-06,"M",65,180,6.55,16.72,7.59,6,1,90,0.460373140081721,9.35,0.257230769230769
"LE69","LE",2018,2018-04-06,"M",64,180,6.94,16.54,8.29,7,1,75,0.242553577915002,17.54,0.2584375
"LE70","LE",2018,2018-04-06,"M",65,158,5.86,16.42,8.15,8,1,85,0.804294205652824,9.54,0.252615384615385
"LE71","LE",2018,2018-04-06,"M",62,174,5.99,16.35,7.94,3,1,85,0.388364830494833,7.065,0.263709677419355
"LE72","LE",2018,2018-04-06,"M",63,185,6.47,16.93,7.79,8,1,34,0.427134487079622,18.26,0.268730158730159
"LE73","LE",2018,2018-04-06,"M",63,203,6.26,16.49,8.21,4,0,NA,0.405239107813419,9.35,0.261746031746032
"LE74","LE",2018,2018-04-06,"M",67,178,7.16,17.72,8.61,9,1,95,0.326635832891046,24.93,0.264477611940299
"LE75","LE",2018,2018-04-06,"M",68,158,5.82,16.3,7.94,8,1,89,0.369958014694857,16.79,0.239705882352941
"LE76","LE",2018,2018-04-06,"M",66,176,6.04,17.33,7.66,4,1,74,0.29933870040253,17.67,0.262575757575758
"LE77","LE",2018,2018-04-06,"M",67,220,6.84,17.58,8.51,8,0,NA,0.306465809072444,14.2,0.262388059701493
"LE78","LE",2018,2018-04-06,"M",68,190,7.73,17.33,8.1,8,1,104,0.410081505579459,9.27,0.254852941176471
"LE79","LE",2018,2018-04-06,"M",67,172,7.11,17.58,8.84,5,1,89,0.175111918510348,8.12,0.262388059701493
"LE80","LE",2018,2018-04-06,"F",63,168,5.25,12.94,6.6,8,1,41,0.369562575941677,2.49,0.205396825396825
"LE81","LE",2018,2018-04-06,"F",57,163,4,12.8,6.15,6,1,60,0.0346844396082699,3.46,0.224561403508772
"LE82","LE",2018,2018-04-06,"M",54,157,3.76,13.52,6.45,1,1,69,0.318927399800314,10.37,0.25037037037037
"LE83","LE",2018,2018-04-06,"M",64,164,7,16.58,7.9,8,1,85,0.615591397849462,16.96,0.2590625
"LE84","LE",2018,2018-04-06,"F",54,140,3.74,12.4,5.64,3,1,65,0,0,0.22962962962963
"LE85","LE",2018,2018-04-06,"M",59,178,5.61,15.14,7.93,3,0,NA,0.375477739902903,7.91,0.256610169491525
"LE86","LE",2018,2018-04-06,"M",53,123,3.54,12.63,6.61,2,1,8,0.129248059941129,7.56,0.238301886792453
"LE87","LE",2018,2018-04-06,"M",67,173,7.45,18.3,8.57,9,1,94,0.439669298376285,22.62,0.273134328358209
"LE88","LE",2018,2018-04-06,"M",64,205,5.45,16.61,7.78,5,0,NA,0.265374283017498,10.52,0.25953125
"LE89","LE",2018,2018-04-06,"M",63,178,5.61,15.9,7.88,3,1,67,0.301247771836007,10.99,0.252380952380952
"LE90","LE",2018,2018-04-06,"F",62,165,5.22,13.91,6.75,8,1,69,0.29140692811489,0.26,0.224354838709677
"LE91","LE",2018,2018-04-06,"M",60,179,5.02,14.62,6.91,1,0,NA,0.106689487947511,11.79,0.243666666666667
"LE92","LE",2018,2018-04-06,"M",63,210,7.58,16.35,8.24,9,0,NA,0.356181679237133,8.74,0.25952380952381
"LE93","LE",2018,2018-04-06,"M",52,153,3.3,13.07,6.68,2,1,64,0.175880097594981,4.25,0.251346153846154
"LE94","LE",2018,2018-04-06,"M",60,187,5.47,16.36,7.77,3,1,44,0.214104949758095,4.91,0.272666666666667
"LE95","LE",2018,2018-04-06,"M",69,172,7.59,17.59,8.61,9,1,87,0.564070612668743,20.74,0.254927536231884
"LE96","LE",2018,2018-04-06,"M",53,176,4.08,13.5,6.65,1,0,NA,0.0533292855697227,12.35,0.254716981132075
"LE97","LE",2018,2018-04-06,"M",64,197,5.99,16.8,7.45,7,1,57,0.555232889192575,8.1,0.2625
"LE98","LE",2018,2018-04-06,"F",62,175,5.14,14.14,6.7,8,1,77,0.525168117088608,3.57,0.228064516129032
"LE99","LE",2018,2018-04-06,"F",64,195,6.15,13.91,6.84,9,0,NA,0.368361398963731,4.92,0.21734375
"LO01","LO",2014,2014-04-20,"F",56,169,4.05,11.9,5.6,1,0,NA,0,0.97,0.2125
"LO02","LO",2014,2014-04-20,"F",57,135,3.52,12.2,5.9,1,1,56,0,0,0.214035087719298
"LO03","LO",2014,2014-04-20,"M",64,164,5.39,15.1,7.7,1,1,85,0.24,6.55,0.2359375
"LO04","LO",2014,2014-04-20,"F",54,154,3.84,11.5,5.6,1,0,NA,0.03,0.67,0.212962962962963
"LO05","LO",2014,2014-04-20,"M",58,171,4.77,14.8,6.8,1,0,NA,0.13,11.27,0.255172413793103
"LO06","LO",2014,2014-04-20,"M",60,202,6.18,15.1,7.3,1,0,NA,0.11,7.2,0.251666666666667
"LO07","LO",2014,2014-04-20,"F",60,156,3.93,12.5,5.7,1,1,35,0.11,1.32,0.208333333333333
"LO08","LO",2014,2014-04-20,"F",62,167,6.01,12.7,6.5,1,1,88,0,0,0.204838709677419
"LO09","LO",2014,2014-04-20,"F",57,174,5.3,12.6,5.8,1,0,NA,0.05,0,0.221052631578947
"LO10","LO",2014,2014-04-20,"F",53,154,3.41,11.5,5.8,1,0,NA,0,0,0.216981132075472
"LO11","LO",2014,2014-04-20,"M",63,188,5.68,15.4,7.4,1,1,62,0.51,11.2,0.244444444444444
"LO12","LO",2014,2014-04-20,"M",58,156,5.06,15.2,6.7,1,1,45,0.06,0,0.262068965517241
"LP01","LP",2018,2018-04-14,"M",62,184,5.82,16.7,8.15,3,1,62,0.179379072441548,8.837,0.269354838709677
"LP02","LP",2018,2018-04-14,"M",64,132,3.97,13.88,6.94,3,1,65,0.192148418088455,5.634,0.216875
"LP03","LP",2018,2018-04-14,"M",61,187,4.85,15.35,7.62,3,0,NA,0.226360736701307,14.497,0.251639344262295
"LP04","LP",2018,2018-04-14,"F",53,199,3.5,12.07,5.78,2,0,NA,NA,2.909,0.227735849056604
"LP05","LP",2018,2018-04-14,"F",57,175,3.58,12.5,6.24,1,0,NA,NA,0.557,0.219298245614035
"LP06","LP",2018,2018-04-14,"F",59,149,5.03,12.62,6.08,7,1,76,NA,3.728,0.213898305084746
"LP07","LP",2018,2018-04-14,"M",66,205,7.4,16.4,7.95,5,0,NA,NA,7.838,0.248484848484848
"LP08","LP",2018,2018-04-14,"M",68,186,5.24,14.92,6.92,6,0,NA,NA,12.99,0.219411764705882
"LP09","LP",2018,2018-04-14,"M",61,175,5.34,15.7,7.63,7,1,79,NA,13.329,0.257377049180328
"LP10","LP",2018,2018-04-14,"M",53,136,3.5,12.81,6.68,1,1,60,NA,10.662,0.241698113207547
"LP11","LP",2018,2018-04-14,"M",60,73,3.93,15.37,7.64,5,1,0,0.237750263435195,8.635,0.256166666666667
"LP12","LP",2018,2018-04-14,"F",57,145,4.54,12.21,6.4,7,1,64,NA,7.581,0.214210526315789
"LP13","LP",2018,2018-04-14,"M",64,170,6.76,16.64,8.17,7,1,63,NA,12.765,0.26
"LP14","LP",2018,2018-04-14,"M",64,NA,5.51,15.85,7.65,7,0,NA,NA,17.857,0.24765625
"LP15","LP",2018,2018-04-14,"M",63,160,6.65,16.07,7.19,8,1,73,NA,9.73,0.255079365079365
"LP17","LP",2018,2018-04-14,"M",62,172,5.14,16.22,7.5,7,1,101,NA,5.107,0.261612903225806
"LP18","LP",2018,2018-05-04,"M",61,154,4.97,16.24,7.27,7,1,72,0.213973799126638,13.988,0.266229508196721
"LP19","LP",2018,2018-05-04,"M",52,73,2.42,13.82,6.4,1,1,7,0.166409010600707,6.871,0.265769230769231
"LP20","LP",2018,2018-05-04,"F",59,173,4.83,13.22,6.22,1,0,NA,0.146312132549439,8.051,0.22406779661017
"LP21","LP",2018,2018-05-04,"F",61,139,4.19,14.19,6.52,5,1,69,0.13679019110898,5.855,0.232622950819672
"LS01","LS",2016,2016-04-18,"M",62,196,6.64,16.4,8.1,1,0,NA,0.1044,8.892,0.264516129032258
"LS02","LS",2016,2016-04-18,"M",66,208,7.67,16.1,8.3,2,0,NA,0.2096,11.079,0.243939393939394
"LS03","LS",2016,2016-04-18,"M",62,154,6.22,15.9,8,9,1,81,0.2134,8.128,0.256451612903226
"LS04","LS",2016,2016-04-18,"M",68,202,7.34,16.6,7.8,1,0,NA,0.2942,10.338,0.244117647058824
"LS05","LS",2016,2016-04-18,"F",64,182,6.49,13.4,6.2,2,0,NA,0.2289,4.346,0.209375
"LS06","LS",2016,2016-04-18,"M",70,166,7.78,17.5,8.2,7,1,86,0.4157,13.963,0.25
"LS07","LS",2016,2016-04-18,"M",63,187,6.36,15.6,8.1,1,0,NA,0.1893,8.123,0.247619047619048
"LS08","LS",2016,2016-04-18,"M",63,103,5,15.8,7.1,3,1,34,0.1005,11.85,0.250793650793651
"LS09","LS",2016,2016-04-18,"M",61,192,6.02,15.3,7.6,2,0,NA,0.0841,14.15,0.250819672131148
"LS10","LS",2016,2016-04-18,"M",66,192,8.36,15.8,8.2,2,1,59,0.1911,16,0.239393939393939
"LS11","LS",2016,2016-04-18,"M",73,188,7.56,16.4,8.6,2,1,37,0.2339,3.97,0.224657534246575
"LS12","LS",2016,2016-04-18,"F",65,152,5.94,13.1,6.5,3,1,75,0.1275,3.921,0.201538461538462
"LS13","LS",2016,2016-04-18,"M",68,119,6.52,16.3,7.9,2,1,0,0.4756,6.69,0.239705882352941
"LS14","LS",2016,2016-04-18,"M",64,188,6.39,16.8,8.1,9,1,74,0.2732,6.78,0.2625
"LS15","LS",2016,2016-04-18,"M",58,165,4.53,13.8,6.9,3,0,NA,0.2776,5.81,0.237931034482759
"LS16","LS",2016,2016-04-18,"M",64,161,7.64,17,8.6,2,1,80,0.198,11.44,0.265625
"LS17","LS",2016,2016-04-18,"F",63,146,6.88,13.3,6.6,6,1,78,0.0555,0,0.211111111111111
"LS18","LS",2016,2016-04-18,"F",60,152,5.01,12.6,6.3,5,1,25,0.1028,6.305,0.21
"LS19","LS",2016,2016-04-18,"F",60,133,5.76,12.7,6.3,1,1,55,0,2.573,0.211666666666667
"LS20","LS",2016,2016-04-18,"F",66,149,5.27,13.5,6.8,3,1,70,0.0012,3.059,0.204545454545455
"LS21","LS",2016,2016-04-18,"M",66,185,7.38,16.6,8.4,2,1,58,0.0299,9.601,0.251515151515152
"LS22","LS",2016,2016-04-18,"M",63,141,6.2,15.3,7.8,2,1,42,0.2431,5.76,0.242857142857143
"LS23","LS",2016,2016-04-18,"F",65,177,5.29,13.2,6.3,1,1,32,0.0894,4.629,0.203076923076923
"LS24","LS",2016,2016-04-18,"M",64,185,7.1,16.3,8,2,1,57,0.3384,11.39,0.2546875
"LS25","LS",2016,2016-04-18,"M",65,172,6.91,16,8.2,1,1,87,0.1059,10.85,0.246153846153846
"LS26","LS",2016,2016-04-18,"M",68,177,7.26,16.6,8.2,2,1,80,0.2167,4.39,0.244117647058824
"LS27","LS",2016,2016-04-18,"F",60,153,5.31,12.6,6.4,1,1,66,0.0573,1.36,0.21
"LS28","LS",2016,2016-04-18,"F",60,153,3.78,13.1,6.3,5,1,71,0.0222,1.97,0.218333333333333
"LS29","LS",2016,2016-04-18,"M",65,NA,4.15,13.4,6.7,3,1,0,0.0406,3.53,0.206153846153846
"LS30","LS",2019,2019-04-18,"F",64,191,6.06,13.67,7.04,3,0,NA,0.185809972711486,NA,0.21359375
"LS31","LS",2019,2019-04-18,"M",68,163,NA,17.96,9.76,1,1,69,0.451109715242881,NA,0.264117647058824
"LS32","LS",2019,2019-04-18,"F",63,189,5.77,14.43,7.04,5,0,NA,0.234073092635531,NA,0.229047619047619
"LS33","LS",2019,2019-04-18,"M",62,142,6.09,17.22,8.27,4,1,62,0.0778805120910384,NA,0.277741935483871
"LS34","LS",2019,2019-04-18,"M",64,165,6.21,16.33,8.35,3,1,57,0.323473716103621,NA,0.25515625
"LS35","LS",2019,2019-04-18,"M",64,170,7.01,17.44,9.37,8,1,60,0.111975028376844,NA,0.2725
"LS36","LS",2019,2019-04-18,"M",65,158,7.08,17.17,9.15,6,1,34,0.266890675627025,NA,0.264153846153846
"LS37","LS",2019,2019-04-18,"M",54,174,4.24,15.28,6.97,2,0,NA,0.365882821841371,NA,0.282962962962963
"LS38","LS",2019,2019-04-18,"M",64,176,6.33,16.4,7.95,4,1,43,0.297932912489169,NA,0.25625
"LS39","LS",2019,2019-04-18,"M",72,167,7.72,18.01,9.66,6,1,75,0.353824756606398,NA,0.250138888888889
"LS40","LS",2019,2019-04-18,"M",63,145,6.01,16.73,9.05,7,1,70,0.573812375249501,NA,0.265555555555556
"LS41","LS",2019,2019-04-18,"F",60,143,4.72,13.96,6.6,2,1,55,0.0577772055036421,NA,0.232666666666667
"LS42","LS",2019,2019-04-18,"M",57,150,4.73,15.64,7.28,2,1,77,0.136568030171163,NA,0.274385964912281
"LS43","LS",2019,2019-04-18,"M",60,195,6.52,16.61,8.29,7,0,NA,0.376756909725498,NA,0.276833333333333
"LS44","LS",2019,2019-04-18,"M",69,161,7.14,17.93,8.89,2,1,63,0.0697806892623184,NA,0.259855072463768
"LV01","LV",2018,2018-03-26,"F",55,165,4.03,12.41,7,1,0,NA,0,0.97,0.225636363636364
"LV02","LV",2018,2018-03-26,"M",63,165,7.55,16.43,7.85,3,1,95,0.180965823167658,6.4,0.260793650793651
"LV03","LV",2018,2018-03-26,"M",64,165,6.44,16.73,9.28,9,1,72,0.299527204135127,10.42,0.26140625
"LV04","LV",2018,2018-03-26,"M",67,194,6.6,17.11,7.92,8,0,NA,0.463365570599613,16.007,0.255373134328358
"LV05","LV",2018,2018-03-26,"F",63,153,5.31,13.26,6.05,8,1,35,0.415114359820797,4.41,0.21047619047619
"LV06","LV",2018,2018-03-26,"M",60,120,5.69,16.69,8.21,1,1,49,0.263149924280666,6.92,0.278166666666667
"LV07","LV",2018,2018-03-26,"M",65,191,6.85,16.37,8.37,7,0,NA,0.412300079526376,9.67,0.251846153846154
"LV08","LV",2018,2018-03-26,"F",61,164,4.6,12.77,6.08,5,1,66,0.032298923369221,1.65,0.209344262295082
"LV09","LV",2018,2018-03-26,"M",64,200,7.44,16.72,8.84,9,1,23,0.449300911854103,11.14,0.26125
"LV10","LV",2018,2018-03-26,"M",61,181,8.42,15.19,8.94,8,0,NA,0.429785352915173,12.3,0.249016393442623
"LV11","LV",2018,2018-03-26,"M",58,179,5.5,15.02,7.92,3,1,15,0.186217008797654,1.94,0.258965517241379
"LV12","LV",2018,2018-03-26,"F",62,186,5.65,13.43,6.87,1,0,NA,0.42182344894182,0.86,0.216612903225806
"LV13","LV",2018,2018-03-26,"M",60,186,5.6,14.71,8.34,2,0,NA,0.315525205864631,6.69,0.245166666666667
"LV14","LV",2018,2018-03-26,"F",61,143,4.83,13.51,6.44,4,1,62,0.355076099682221,1.04,0.221475409836066
"LV15","LV",2018,2018-03-26,"M",67,165,6.9,16.51,8.05,6,1,83,0.537600494743352,4.06,0.246417910447761
"LV16","LV",2018,2018-03-26,"M",64,155,6.17,16.3,7.91,3,1,80,0.324357637242818,13.69,0.2546875
