baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genes
247.8870879,1.100200321,0.322167438,3.414995406,0.000637831,0.048292117,LOC114594578
22.62679416,2.49093313,0.653811153,3.809866378,0.000139042,0.018174585,ESRRG
1684.13482,0.601338804,0.169150661,3.555048503,0.000377909,0.03500486,SLC30A1
181.0685128,1.883401135,0.446763464,4.215656125,2.49E-05,0.005560268,LOC114594756
233.2199245,1.225085746,0.349464686,3.505606704,0.000455568,0.038510964,LOC114593421
1572.505281,0.730536472,0.189843627,3.848095847,0.000119039,0.016166008,EPHX2
348.5761927,-1.20228576,0.309468815,-3.884998109,0.000102331,0.014974677,OST4
692.355278,-0.579118354,0.166417134,-3.479920245,0.000501563,0.041005724,ZNF512
15.86333088,-2.892968259,0.765663501,-3.778380785,0.000157851,0.019352571,GCKR
242.2167643,-1.109581385,0.22063936,-5.028936755,4.93E-07,0.000209481,DCHS1
249.3544786,-0.75896527,0.206221042,-3.680348344,0.000232916,0.025036984,ARFIP2
88.40631391,1.293167581,0.368726864,3.507115177,0.000452993,0.038490523,LOC114595145
616.2632646,-2.1766731,0.565719845,-3.84761666,0.000119272,0.016166008,LOC114595296
506.8534268,-0.565868455,0.143254086,-3.950103434,7.81E-05,0.012480155,DYNC2H1
244.3259166,1.701501508,0.434506233,3.915942689,9.01E-05,0.013679882,AMER2
19.31351375,2.181689528,0.516436211,4.224509209,2.39E-05,0.005415574,DCLK1
216.363568,1.276798529,0.312428271,4.086693324,4.38E-05,0.008758339,GJA5
50.64677948,1.727852909,0.339255735,5.09306913,3.52E-07,0.00015338,KCNE1
531.9034094,1.288065045,0.36164573,3.561676353,0.000368494,0.034527361,LOC114596171
930.622483,0.4719536,0.124730107,3.783798569,0.000154453,0.019352571,SHROOM2
95.84954236,2.312420898,0.424314248,5.449783764,5.04E-08,3.13E-05,PCLO
402.8170473,0.80075341,0.14708868,5.444017932,5.21E-08,3.13E-05,RASGEF1A
1467.477781,-0.890867625,0.258978626,-3.439927223,0.000581871,0.045235246,ADIRF
80.78198862,3.230900444,0.457910875,7.055740805,1.72E-12,2.49E-09,LOC114597147
30.95763548,3.072157981,0.592811309,5.182353868,2.19E-07,0.000105985,FAM13C
513.8932576,0.848177126,0.245958766,3.448452518,0.000563809,0.044831793,PCBD1
146.8208946,1.16413429,0.323839797,3.594784518,0.00032466,0.031761979,FAS
38.44917216,5.239322113,1.001218316,5.23294673,1.67E-07,8.80E-05,LOC114597357
69.3528999,3.669670054,0.720497191,5.093246859,3.52E-07,0.00015338,NKX6-2
40.95987215,-1.132221647,0.331844698,-3.411902174,0.000645113,0.048422374,SFR1
3550.945333,0.641743537,0.184036171,3.487051113,0.000488378,0.040498165,WBP1L
593.9186467,2.893770256,0.353680414,8.181878736,2.79E-16,9.73E-13,LOC114597560
75.75954434,2.315241796,0.532778955,4.34559544,1.39E-05,0.003557024,AIRE
152.2639874,-1.144008875,0.278594162,-4.106363422,4.02E-05,0.008138756,LOC114598134
16.31713877,1.950953841,0.556295938,3.507043115,0.000453116,0.038490523,CROCC2
134.5721249,-1.267629499,0.317818817,-3.988528784,6.65E-05,0.011202089,PCOLCE2
56.65565044,1.724094954,0.330273338,5.220206279,1.79E-07,8.91E-05,KCNAB1
1852.363164,0.36971956,0.09437233,3.917669072,8.94E-05,0.013679882,MFSD1
6.377598048,5.002666235,1.280589306,3.906534445,9.36E-05,0.013935561,LOC114597997
3900.946294,1.295572001,0.336111742,3.854587149,0.000115925,0.016149755,LAMP3
2535.626647,0.921871494,0.265376676,3.473822594,0.0005131,0.041752926,LOC114598081
159.0542123,-1.776144019,0.478499182,-3.711906069,0.000205704,0.022739852,OSTN
254.6443835,1.390063576,0.39447725,3.523811766,0.000425386,0.037602424,LOC114598692
4458.681256,0.645548776,0.11383973,5.670680816,1.42E-08,1.08E-05,LOC114598429
195.4211781,0.878509596,0.213792433,4.109170678,3.97E-05,0.008135053,BCAR3
333.4303843,2.502489312,0.422681245,5.920511827,3.21E-09,2.66E-06,MCOLN3
193.5948606,-0.843029304,0.243681413,-3.459555219,0.000541068,0.043621129,PTGFR
478.5883961,-1.321741136,0.330106883,-4.003979335,6.23E-05,0.010633775,RPE65
7732.736192,0.622738632,0.180987543,3.440781734,0.000580036,0.045235246,SCP2
56.35504678,1.549568465,0.408733079,3.791150133,0.000149951,0.01906023,TTC39A
619.1081407,0.60697699,0.100294868,6.051924727,1.43E-09,1.38E-06,LRRC41
907.9962375,-0.737073217,0.195250512,-3.775012983,0.000159999,0.019352571,LOC114599062
128.4216876,1.710640907,0.304563197,5.616702616,1.95E-08,1.41E-05,LOC114599318
87.72710045,-1.535782696,0.426894073,-3.597573245,0.0003212,0.031761979,LOC114599489
242.094444,-2.712666163,0.616550533,-4.399746685,1.08E-05,0.002859519,PTPRT
1126.113356,0.440777324,0.124418344,3.542703684,0.000396047,0.03627824,GNAS
1041.825115,1.736561253,0.355931094,4.878925397,1.07E-06,0.00043197,LOC114599690
880.8505041,-0.656793122,0.177492029,-3.700409106,0.000215252,0.023427508,ATP5F1E
637.6399469,0.483322426,0.129147605,3.742403336,0.000182269,0.02130219,SRMS
318.3697152,-0.962533037,0.262474554,-3.667148009,0.000245271,0.026043575,RTEL1
546.6638772,-0.983022834,0.221038839,-4.447285552,8.70E-06,0.002403746,SNRPB
105.3088649,-0.883753572,0.221656252,-3.987045544,6.69E-05,0.011202089,HGH1
330.0754639,-2.235191153,0.483117742,-4.626597117,3.72E-06,0.001265511,LOC114600134
693.5045573,-0.603577045,0.175194187,-3.44518877,0.000570661,0.045115851,MTBP
323.2254732,1.326923258,0.33096383,4.009269709,6.09E-05,0.010633775,SBSPON
172.9594219,2.654436296,0.341982232,7.761912888,8.37E-15,1.98E-11,ALKAL1
79.77142483,1.006045623,0.294480025,3.416345886,0.000634676,0.048263074,LOC114600849
1432.649744,-0.659264678,0.126301461,-5.21977079,1.79E-07,8.91E-05,SAE1
448.3494645,1.19306473,0.311179579,3.834007152,0.000126072,0.016887893,LOC114603063
1178.759768,-0.641588709,0.121120034,-5.297131178,1.18E-07,6.83E-05,EML2
651.0603372,-0.856743974,0.228810966,-3.744330908,0.000180875,0.02128216,LOC114603155
935.9467063,-0.821673488,0.203087407,-4.045910576,5.21E-05,0.009759354,LOC114603162
127.3465452,-0.943983134,0.256415682,-3.681456319,0.000231906,0.025036984,EGLN2
205.8089778,1.151361015,0.329456227,3.494731381,0.000474539,0.03972896,NKPD1
113.0905216,2.527770361,0.539502472,4.685373081,2.79E-06,0.001013823,LOC114603409
3940.115673,0.749515937,0.183605098,4.082217459,4.46E-05,0.00882732,LOC114603058
1048.73673,-0.466141772,0.135665694,-3.435959082,0.00059046,0.045698991,ETFB
128.5478976,2.177162221,0.367627395,5.922197987,3.18E-09,2.66E-06,LOC114603520
137.1769105,-0.917367602,0.269240917,-3.407236953,0.000656241,0.049046291,LOC114603557
153.9858902,-2.106627165,0.557216879,-3.780623387,0.000156436,0.019352571,LOC114602429
251.080303,2.525643189,0.425103555,5.941242225,2.83E-09,2.59E-06,LOC114602895
640.845549,0.998476097,0.261449716,3.818998589,0.000133995,0.017812067,PTAFR
117.2906819,4.048058895,0.583186736,6.941273949,3.89E-12,5.21E-09,SLC30A2
130.6382278,-1.951851932,0.427528883,-4.565427057,4.98E-06,0.00155009,LOC114603012
5908.226211,0.340274559,0.094397632,3.604693814,0.000312521,0.031458054,FA2H
908.4060875,0.533479185,0.142445998,3.745132847,0.000180298,0.02128216,VAC14
21.18350829,2.621404219,0.722959129,3.625936949,0.000287916,0.029366861,SMPD3
25.17814044,2.084700809,0.530777158,3.927638518,8.58E-05,0.013458044,VAT1L
2201.360021,0.349495728,0.097573481,3.581872089,0.000341141,0.033187856,ICMT
257.2411993,2.11985317,0.54122754,3.916750377,8.98E-05,0.013679882,TAS1R3
18.04085596,5.511554082,0.940121981,5.862594634,4.56E-09,3.61E-06,GABRD
4456.570242,-0.696389035,0.19506497,-3.570036352,0.000356932,0.033948841,HSPG2
164.3822881,-0.883138831,0.237881169,-3.712520976,0.000205205,0.022739852,LOC114602823
2021.299291,0.731668081,0.160236812,4.566167244,4.97E-06,0.00155009,IFFO2
2197.698754,0.774881597,0.203524691,3.80731003,0.000140487,0.018174585,LOC114602869
723.6585813,1.008183516,0.294198879,3.426877485,0.000610564,0.046633201,LOC114604413
306.1322691,1.041800427,0.301525061,3.455103942,0.000550081,0.044143343,SLC34A2
4620.915181,-2.744006413,0.384507078,-7.13642628,9.58E-13,1.52E-09,CORIN
5390.306129,0.456294611,0.105759342,4.314461499,1.60E-05,0.003980154,ZDHHC2
446.7936897,-0.987076432,0.251235645,-3.928886894,8.53E-05,0.013458044,INPP4B
957.1837131,-1.200222648,0.333824464,-3.595370559,0.00032393,0.031761979,LOC114604476
87.59804427,-0.771201459,0.212504988,-3.629098155,0.000284413,0.029306329,LOC114604519
230.6134687,3.501947326,0.3946921,8.87260558,7.15E-19,4.15E-15,TFEC
9793.238988,-0.688051631,0.178084293,-3.863628947,0.000111715,0.015741296,NAP1L1
78.10523415,-1.887467137,0.430588646,-4.383457749,1.17E-05,0.003036022,C1QTNF6
477.2817159,-0.718924064,0.193044583,-3.724134884,0.000195986,0.022453305,NDUFB2
334.9098786,1.175082504,0.250297172,4.694749425,2.67E-06,0.000989018,NINJ2
227.4119962,1.51799277,0.430285419,3.527874062,0.000418911,0.037409863,USP18
189.7401057,2.569267561,0.42342569,6.067812187,1.30E-09,1.33E-06,LOC114605516
128.5834087,0.744415662,0.20039963,3.714655881,0.00020348,0.022739852,LOC114606184
758.6741035,-0.846598738,0.207941643,-4.071328499,4.67E-05,0.009044788,AMACR
21.67484999,2.186076555,0.617279699,3.54146841,0.000397907,0.03627824,CMYA5
3895.08685,0.769407343,0.166423697,4.623183826,3.78E-06,0.001265511,ARRDC3
562.5120626,0.790572459,0.207195089,3.815594578,0.000135855,0.017922622,SLCO4C1
84.35104068,-2.633909164,0.678625751,-3.881239635,0.000103925,0.015081304,LOC114606797
2099.388005,0.575861702,0.154827791,3.719369116,0.000199721,0.022731645,SPTLC1
115.4838718,-1.618720863,0.426585401,-3.794599768,0.000147882,0.018935396,LOC114607154
240.8309639,-1.387729577,0.395517529,-3.508642416,0.0004504,0.038490523,LOC114607271
48.773592,-1.332643339,0.319688934,-4.168562617,3.07E-05,0.006756777,LOC114607697
275.7875231,-0.643357855,0.185882792,-3.461094211,0.000537985,0.043574243,LOC114607924
701.7956228,-5.38512279,1.48340323,-3.630248797,0.000283148,0.029306329,LOC114607716
1175.822782,-1.87133779,0.450954574,-4.149725709,3.33E-05,0.007156378,LOC114607780
11137.52001,-1.415328232,0.361707794,-3.91290499,9.12E-05,0.013689869,COL1A2
85.81671475,-0.815348429,0.221865061,-3.674974438,0.000237873,0.025413033,FAM171A2
9670.198499,-1.807086992,0.48761366,-3.705981065,0.000210574,0.023062492,COL1A1
11123.86044,0.279213779,0.078150308,3.572778982,0.000353213,0.033795873,EIF1
45.97652845,-1.920065024,0.560226604,-3.427300686,0.000609614,0.046633201,LOC114582474
11.66077773,-5.49207253,1.573441423,-3.490484266,0.000482146,0.040172682,LOC114608027
23.78140546,-4.031655479,0.913907786,-4.411446693,1.03E-05,0.002793919,MMP25
585.543402,1.241013578,0.344648565,3.600808773,0.000317229,0.031696661,PRSS8
52.98185591,-1.21955122,0.268834628,-4.536436508,5.72E-06,0.001717762,LOC114582826
66.83565697,-4.829668354,0.509196199,-9.484886897,2.43E-21,2.11E-17,LOC114582779
522.3118537,-0.567484381,0.146616652,-3.870531561,0.000108598,0.015501071,APEX1
33.78705224,5.450243759,0.986099842,5.527070919,3.26E-08,2.18E-05,LOC114582364
66.25905199,3.183404825,0.870066779,3.658805165,0.000253394,0.026581934,LOC114583375
442.680452,-5.289859697,1.001918866,-5.279728606,1.29E-07,7.27E-05,LOC114583607
245.2540046,-0.735545754,0.209466545,-3.511518998,0.000445554,0.038490523,CNTROB
489.5257297,-1.169700613,0.292039987,-4.005275534,6.19E-05,0.010633775,PCOLCE
395.8544906,-0.592429311,0.165503024,-3.579567896,0.000344163,0.033295841,LRCH4
974.4732191,-0.922277876,0.243852127,-3.782119463,0.000155499,0.019352571,PSMB6
1242.459364,0.614266926,0.14518524,4.230918565,2.33E-05,0.00538684,FAM214A
295.2934127,0.870917795,0.237861578,3.661447982,0.000250794,0.026468624,WDR76
1284.491425,-0.631980515,0.127524083,-4.955773835,7.20E-07,0.000298704,SERF2
202.8363276,-1.084837289,0.315138015,-3.44241963,0.000576535,0.045224248,CASKIN1
162.8627883,1.670033187,0.324398729,5.148087945,2.63E-07,0.000123854,SYNGR3
102.8717924,1.101183183,0.291661542,3.775551533,0.000159654,0.019352571,SOX8
924.9872806,-0.620798717,0.136536938,-4.546745563,5.45E-06,0.001664467,LOC114584568
55.11543052,3.631413355,0.653025295,5.560907646,2.68E-08,1.87E-05,ALDOC
908.7140186,-1.571683346,0.447893819,-3.509053436,0.000449705,0.038490523,SLC13A2
1567.117671,1.33054762,0.32115419,4.143018095,3.43E-05,0.007191455,DUSP14
638.693416,-0.825426896,0.235150246,-3.510210646,0.000447752,0.038490523,ADAMTS15
57.25752745,1.142368216,0.306156501,3.731321108,0.000190478,0.021966809,LOC114585920
34.05655274,2.688085458,0.630407616,4.264043438,2.01E-05,0.004855613,MFRP
736.1197074,-0.69730198,0.162507411,-4.290893408,1.78E-05,0.004364677,PHLDB1
1132.893572,-0.535653772,0.11142529,-4.807290818,1.53E-06,0.00060549,LOC114586945
2738.415256,1.561865902,0.342023591,4.566544371,4.96E-06,0.00155009,LOC114586753
12547.82132,0.742084474,0.211080729,3.515642936,0.000438691,0.038490523,LOC114586845
1332.5095,-0.643432369,0.137536211,-4.678276085,2.89E-06,0.001028126,LOC114586556
94.78299246,-2.351706626,0.514594825,-4.570016081,4.88E-06,0.00155009,NOS1
1088.965899,0.636443211,0.17833866,3.568733834,0.000358711,0.033948841,PISD
8.5718254,-6.49177056,1.705403391,-3.806589452,0.000140896,0.018174585,LOC114587216
9924.177439,-0.853629054,0.228343229,-3.738359388,0.000185225,0.021503392,MLANA
3203.060391,-1.265938817,0.363230112,-3.48522541,0.000491723,0.040582264,MFAP5
25.88805217,-3.591678395,1.031916163,-3.480591278,0.000500308,0.041005724,LOC114588104
1130.261536,-0.554685494,0.160834656,-3.448793356,0.000563097,0.044831793,NDUFA13
1489.473976,-0.602427994,0.136668112,-4.407963092,1.04E-05,0.002795545,GPX4
643.6235918,-0.912350828,0.203184634,-4.49025504,7.11E-06,0.002030813,NDUFS7
4428.268503,-1.010053694,0.254822208,-3.963758498,7.38E-05,0.012007342,RPS15
1523.399549,-1.008110497,0.283881132,-3.551171192,0.000383521,0.03533668,TIMM13
7028.352535,-0.970574384,0.241634967,-4.016696746,5.90E-05,0.010595538,RPL36
25875.42993,0.555093162,0.156919727,3.537433909,0.000404035,0.036455288,POF1B
727.372768,-1.87520592,0.433593683,-4.324799912,1.53E-05,0.003853046,LOC114589298
110.7288426,2.373001496,0.659214162,3.599742897,0.000318532,0.031696661,LOC114589464
87.54914391,-2.981419529,0.465758112,-6.40121868,1.54E-10,1.79E-07,GJB1
119.637178,-0.986694686,0.262501357,-3.75881747,0.000170718,0.020362253,FRMPD3
1514.949642,-3.901108359,0.522118969,-7.471684788,7.92E-14,1.53E-10,LOC114589740
267.5738715,-3.498839542,0.683534429,-5.118746612,3.08E-07,0.000140949,LOC114589831
1060.400633,-3.8276825,0.474755296,-8.062432445,7.48E-16,2.17E-12,LOC114589913
6.998248871,4.110184128,1.060326886,3.876336799,0.000106041,0.015261123,LOC114590059
10.68198079,-3.056161042,0.836923024,-3.651663241,0.000260547,0.027168697,LOC114590363
