baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genes
6536.050775,1.030383846,0.304331409,3.385729552,0.000709893,0.039505782,LOC114586946
13078.05719,0.769166237,0.205846744,3.73659657,0.000186528,0.016195789,LOC114586845
357.1982825,-0.640140117,0.173606768,-3.68729932,0.000226647,0.018305838,BAD
64.95493549,-1.269364049,0.310901249,-4.082852838,4.45E-05,0.00557026,BCAN
92.84181688,-2.233347112,0.532917545,-4.19079299,2.78E-05,0.003817534,NOS1
573.2724964,1.936560506,0.522681079,3.705051864,0.000211347,0.017699562,LOC114586129
1132.955032,0.668602141,0.181617935,3.681366271,0.000231987,0.018634502,PISD
15.5190383,2.529704603,0.769240547,3.288574182,0.001006962,0.049416609,LOC114587019
2951.455558,0.432308608,0.128014466,3.377029337,0.000732732,0.040121219,HIP1R
26.02437365,-3.257465973,0.739342585,-4.405895234,1.05E-05,0.001868718,GPR162
15.35346473,-2.60566268,0.742216285,-3.510651455,0.00044701,0.029154565,SLC26A1
227.3800495,1.028706757,0.293558616,3.504263545,0.000457872,0.029202629,TRPV6
436.703974,0.60775239,0.171370479,3.546424063,0.000390497,0.026730605,SLC1A1
6274.004387,-1.482909888,0.276057093,-5.371750713,7.80E-08,2.77E-05,PLIN2
3378.348526,-1.276152235,0.36544061,-3.492092016,0.000479253,0.030004417,MFAP5
699.7127096,-2.460266069,0.552672166,-4.451583088,8.52E-06,0.001577765,ACSBG2
1650.563799,-0.719189687,0.14832568,-4.848719975,1.24E-06,0.000306672,GPX4
637.452723,-0.788752235,0.195231726,-4.040082283,5.34E-05,0.006407755,NDUFS7
160.5514069,0.941701769,0.241347879,3.90184398,9.55E-05,0.010073477,ATP8B3
474.9525637,-1.502872799,0.278243791,-5.401280634,6.62E-08,2.50E-05,DNM1
1053.372902,0.691256389,0.189746912,3.643044214,0.000269433,0.020743906,SLC27A4
102.0265105,0.972390512,0.273923763,3.549858182,0.000385439,0.026620555,TLR4
839.1920848,-0.401567461,0.106129278,-3.78375758,0.000154478,0.014143069,ABL1
1195.559579,0.788780985,0.235132176,3.354628022,0.000794718,0.041981962,TMEM164
26785.40414,0.601360536,0.16050532,3.746670424,0.000179197,0.015976704,POF1B
3333.469307,0.524394421,0.14017807,3.74091626,0.000183351,0.016049059,ZNF185
570.0861252,-1.343247835,0.34249926,-3.921899964,8.79E-05,0.009468713,LOC114589298
905.4303862,-2.793629793,0.341397148,-8.182932435,2.77E-16,4.72E-13,LOC114589464
440.8656175,-0.918054676,0.26465819,-3.468831532,0.000522727,0.031905091,SEPTIN6
905.3461437,-2.298996729,0.328353205,-7.001596731,2.53E-12,2.53E-09,CD99L2
199.2081449,1.777521726,0.415860634,4.274320727,1.92E-05,0.002907593,LOC114589168
798.3721957,0.738265804,0.218796334,3.374214691,0.000740266,0.040403818,SLC6A14
1626.712126,-3.936638605,0.508019902,-7.748985011,9.26E-15,1.21E-11,LOC114589740
265.8751647,-3.414991121,0.67440102,-5.063739556,4.11E-07,0.00011668,LOC114589831
1117.917892,-3.835136588,0.461119485,-8.31701265,9.02E-17,1.71E-13,LOC114589913
10.55660981,-2.954586316,0.870598629,-3.393741063,0.000689448,0.039005376,LOC114590363
690.253862,-1.550616298,0.447254201,-3.46696866,0.000526363,0.031940106,LOC114590439
